Name,Year of release,Image,title,country origin,Number of Episode,Aired Date,original network,Duration,Content Rating,Rating,Rank,popularity,watcher,Synopsis,Genre,Tags,Cast,watch on,director,Aired On,,,,,
"The King's Daughter, Soo Baek Hyang",2013,https://i.mydramalist.com/ABgO8c.jpg?v=1,"The King's Daughter, Soo Baek Hyang",South Korea,108,"Sep 30, 2013 - Mar 14, 2014",MBC,30 min.,15+ - Teens 15 or older,8.2,792,1818,"4,290","King Muryeong was a Baekje king who oversaw a renaissance during his reign while also building his kingdom into a sea power. He had a hidden daughter called Soo Baek Hyang who did not become a princess due to her evil half-sister, Seol-hee. But Baek Hyang showed a deep filial piety to her father and was patriotic. She later became the leader of Bimun, a secret spy group that helped her country in war. She earned eternal recognition in the annals of Baekje history.
(Source: MBC)","Historical, Romance, Drama","Older Woman/Younger Man,   Infidelity,   Rich Woman/Poor Man,   Student/Teacher Relationship,   Age Gap,   Poor Male Lead,   Married Life,   Office Politics,   Professional Female Lead,   Talented Lead  (Vote or add tags)",Seo Hyun Jin     Seol Nan / Soo Baek Hyang    Main Role        Jo Hyun Jae     Crown Prince Myung Nong    Main Role        Seo Woo     Seol Hee [Soo Baek Hyang's younger sister]    Main Role        Lee Jae Ryong     King Mu Ryung    Main Role        Jeon Tae Soo     Jin Moo    Main Role        Im Se Mi     Queen Eun Hye    Support Role,Netflix Subscription (sub)           WeTV Free (sub)           Viki Free (sub)           SBS World Free (sub)           Apple TV Free            Kocowa Free (sub),"Lee Sang Yeob,  Choi Joon Bae","Monday, Tuesday, Wednesday, Thursday, Friday",,,,,
Empress Ki,2013,https://i.mydramalist.com/JBpElc.jpg?v=1,Empress Ki,South Korea,51,"Oct 28, 2013 - Apr 29, 2014",MBC,1 hr. 5 min.,15+ - Teens 15 or older,8.6,174,183,"31,698","Genghis Khan built an empire that spanned vast regions in East Asia and East Europe. And there was one woman who held immense power in the Yuan Dynasty, which Genghis Khan founded, for 37 years. She was neither of Mongol descent nor from the Han Chinese. She came from Goryeo, a small kingdom in the Far East. She was taken to Mongol against her will as a Gungnyeo (palace women) but somehow overcame her lowly status to become the last  empress in another land. Her name was Empress Ki.
(Source: MBC)","Historical, Romance, Melodrama, Political","Strong Male Lead,   Joseon Dynasty,   Gun Fight,   Smart Female Lead,   Power Struggle,   Revenge,   Hidden Identity,   Drama,   Thriller,   Suspense  (Vote or add tags)",Ha Ji Won     Empress Ki Yang / Ki Seung Nyang    Main Role        Ji Chang Wook     Emperor Toghon Temur / Ta Hwan    Main Role        Joo Jin Mo     King Wang Yoo    Main Role        Baek Jin Hee     Tanashili    Main Role        Kim Ji Han     Tal Tal    Support Role        Kim Seo Hyung     Empress Dowager Hwang    Support Role,Netflix Subscription (sub)           Kocowa Subscription (sub)           Viki Subscription (sub)           Apple TV Free,"Han Hee,  Lee Sung Joon","Monday, Tuesday",,,,,
My Love from the Star,2013,https://i.mydramalist.com/d0dQAc.jpg?v=1,My Love from the Star,South Korea,21,"Dec 18, 2013 - Feb 27, 2014",SBS,58 min.,15+ - Teens 15 or older,8.6,167,8,"1,09,760","Do Min Joon is an alien who landed on Earth 400 years ago during the Joseon Dynasty period. He possesses a near perfect appearance and enhanced physical abilities involving his vision, hearing and speed. Later, he discovers that he has three months left on Earth. And that is when he meets Cheon Song Yi, the biggest Hallyu star in Korea.

(Source: Amazon.com)","Comedy,  Romance,  Drama,  Supernatural",Joseon Dynasty  (Vote or add tags),Kim Soo Hyun     Do Min Joon    Main Role        Jun Ji Hyun     Cheon Song Yi    Main Role        Park Hae Jin     Lee Hee Kyung    Main Role        Yoo In Na     Yoo Se Mi    Main Role        Shin Sung Rok     Lee Jae Kyung [Hee Kyung's brother]    Support Role        Kim Chang Wan     Jang Young Mok [Min Joon's friend]    Support Role,Netflix Subscription (sub)           Viki Subscription (sub)           Apple TV Free (sub)           Kocowa Free (sub),"Oh Choong Hwan,  Jang Tae Yoo","Wednesday, Thursday",,,,,
Jeong Do Jeon,2014,https://i.mydramalist.com/ABx6Xc.jpg?v=1,Jeong Do Jeon,South Korea,50,"Jan  4, 2014 - Jun 29, 2014",KBS1,50 min.,Not Yet Rated,7.6,13045,6696,675,"The late 14th c, Goryeo. Abuse of power and corruption made people to leave the government offices and only the corrupted people are left in the high offices. When there seem to be no hope, there are a group of young people who values the meaning of scholar heavily. They are the Sungkyunkwan scholars who have dreams to bring peace to the world and they were the hope of Goryeo. Sambong Jung Do Jun is one of them. He believed that the old corrupted government should be destroyed and the destiny of scholars is to build an idealistic country.[KBS World]"," Action, Thriller, Historical, Political","King/Emperor,   Power Struggle,   Princess,   Secret,   Goryeo Dynasty,   Strong Female Characters,   Queen Dowager,   Merchant,   Strong Male Lead,   Fight  (Vote or add tags)",Jo Jae Hyun     Jung Do Jun    Main Role        Yoo Dong Geun     Lee Sung Gye / King Tae Jo    Main Role        Park Young Gyu     Lee In Im    Main Role        Seo In Seok     Choi Yeong    Support Role        Im Ho     Jung Mong Joo    Support Role        Ahn Jae Mo     Lee Bang Won    Support Role,Netflix Subscription (sub)           Viki Subscription (sub)           Apple TV Free (sub)           Kocowa Free (sub),Jung Hyun Min,"Saturday, Sunday",,,,,
Secret Love Affair,2014,https://i.mydramalist.com/WPBQOc.jpg?v=1,Secret Love Affair,South Korea,16,"Mar 17, 2014 - May 13, 2014",jTBC,60 min.,15+ - Teens 15 or older,7.7,2271,629,"12,791","Sun Jae is a twenty-year-old piano genius who became a delivery man without finishing high school due to his poor background. One day, he delivers a package to a classical music concert hall, and he plays the piano positioned on stage. Sun Jae is found by Hye Won, an elite art director in the Arts Foundation and wife to a piano professor. Hye Won instantly recognizes his talent and sends him to lessons under her husband to cultivate him into a leading young musician. Born to a poor family, Sun Jae had never taken formal music lessons and is overwhelmed by Hye Won’s support. Piano lessons are his salvation and she becomes his muse. One thing leads to another and he confesses to her, “I need you more desperately than music now.” Hye Won is deeply affected by his masculine charm and pleading eyes. Yet she cannot afford to throw away everything she has worked to build. However, it would be even worse to lose this young lover. Hye Won thinks to herself, “This is my punishment, for being ignorant of my feelings and arrogant in the face of love.""
(Source: JTBC)","Music, Romance, Drama, Melodrama","Eccentric Male Lead,   Male Chases Female First,   Hate To Love,   Hardworking Female Lead,   Smart Female Lead,   Orphan Male Lead,   Strong Female Lead,   Mean Male Lead,   Hot-Tempered Male Lead,   Smart Male Lead  (Vote or add tags)",Yoo Ah In     Lee Sun Jae    Main Role        Kim Hee Ae     Oh Hye Won    Main Role        Shim Hye Jin     Han Sung Sook    Support Role        Kim Chang Wan     Dean Min Yong Ki    Support Role        Park Hyuk Kwon     Kang Joon Hyeong    Support Role        Kyung Soo Jin     Park Da Mi    Support Role,Viki Free (sub),Jung Sung Joo,"Monday, Tuesday",,,,,
Gunman In Joseon,2014,https://i.mydramalist.com/b3dxjc.jpg?v=1,Gunman In Joseon,South Korea,22,"Jun 25, 2014 - Sep  4, 2014",KBS2,1 hr. 10 min.,15+ - Teens 15 or older,7.7,2618,899,"9,070","In the time of enlightenment of 19th-century Joseon. It stars a hero who is the son of Joseon’s greatest swordsman. He loses his father and his younger sister gets sold as a slave, after which he trades sword for gun as he embarks on his revenge mission, and in doing so the drama will “depict the pain and courage of the young people of the era.”","Action, Historical, Romance, Melodrama","Slight Romance,   Hidden Identity,   Gwanghae,   Revenge,   Joseon Dynasty,   Cross-Dressing  (Vote or add tags)",Lee Joon Gi     Park Yoon Kang    Main Role        Nam Sang Mi     Jung Soo In    Main Role        Han Joo Wan     Kim Ho Kyung    Main Role        Jeon Hye Bin     Choi Hye Won    Main Role        Yoo Oh Sung     Choi Won Shin    Main Role        Choi Ji Na     [Yoon Kang’s mother]    Support Role,Viki Free (sub)           KBS World Free (sub)           Kocowa Subscription (sub),"Han Hee Jung,  Lee Jung Woo","Wednesday, Thursday",,,,,
Fated to Love You,2014,https://i.mydramalist.com/wJNVnc.jpg?v=1,Fated to Love You,South Korea,20,"Jul  2, 2014 - Sep  4, 2014",MBC,60 min.,15+ - Teens 15 or older,8.2,818,83,"48,532","Mi Yeon is a typical office clerk who is rather plain, somewhat awkward and has her good nature taken advantage of by her co-workers on a daily basis.  While on vacation, she accidentally spends one night with a stranger who happens to be handsome, charming and rich.  And her life will never be the same!  This fateful encounter brings a love that transforms this not-so-special girl into an attractive, warm, lovable, young lady.
(Source: MBC)","Business,  Comedy,  Romance,  Drama","Identity Swap,   Hidden Identity,   Trauma,   Hate To Love,   Cohabitation,   Slow Burn Romance,   Faked Death,   Doppelganger,   Married Couple,   Cold Man/Warm Woman  (Vote or add tags)",Jang Hyuk     Lee Gun    Main Role        Jang Na Ra     Kim Mi Young / Ellie Kim    Main Role        Choi Jin Hyuk     Daniel Pitt    Main Role        Wang Ji Won     Kang Se Ra    Main Role        Park Won Sook     Chairman Wang [Lee Gun's grandmother]    Support Role        Choi Dae Chul     Tak Goo Dae [Lee Gun's chief secretary]    Support Role,Netflix Subscription (sub)           Viki Free (sub)           Apple TV Subscription (sub)           Kocowa Subscription (sub),"Kim Hee Won,  Lee Dong Yoon","Wednesday, Thursday",,,,,
Liar Game,2014,https://i.mydramalist.com/nOQyNc.jpg?v=1,Liar Game,South Korea,12,"Oct 20, 2014 - Nov 25, 2014",tvN,1 hr. 3 min.,Not Yet Rated,8.3,538,289,"22,762","Various contestants take part in a game show with a prize of 10 billion won. The contestants who can cheat the others wins the prize. Contestants include genius swindler Cha Woo Jin and naive college student Nam Da Jung.

(Source: AsianWiki)

~~ Adapted from the manga series ""Liar Game"" (ライアーゲーム) by Kaitani Shinobu (甲斐谷忍).","Thriller,  Mystery,  Psychological,  Drama","Identity Swap,   Hidden Identity,   Trauma,   Hate To Love,   Cohabitation,   Slow Burn Romance,   Faked Death,   Doppelganger,   Married Couple,   Cold Man/Warm Woman  (Vote or add tags)",Lee Sang Yoon     Cha Woo Jin    Main Role        Kim So Eun     Nam Da Jung    Main Role        Shin Sung Rok     Kang Do Yeong    Main Role        Cha Soo Yeon     Lee Yoon Joo    Support Role        Choi Jin Ho     Director Jang    Support Role        Choi Yoon So     Koo Ja Yeong    Support Role,Viki Free (sub)           China Huace TV Free (sub)           Apple TV Free            Kocowa Free (sub),Kim Hong Seon,"Monday, Tuesday",,,,,
Maids,2014,https://i.mydramalist.com/YA01Pc.jpg?v=1,Maids,South Korea,20,"Dec 12, 2014 - Mar 28, 2015",jTBC,60 min.,15+ - Teens 15 or older,7.8,1932,1796,"4,348","Kook In Yeob is the only child in a noble family. She is famous for her beautiful and stylish appearance. Due to an incident, her status falls to the lower class. As she struggles through her misfortune, she becomes stronger.
Servant Moo Myung is the most attractive servant in Hanyang, but he is also a mysterious man who hides his real identity and pretends to be a servant. 
(Source: d-addicts)","Historical, Romance, Drama",Joseon Dynasty  (Vote or add tags),Jung Yoo Mi     Kook In Yeop    Main Role        Oh Ji Ho     Moo Myeong    Main Role        Kim Dong Wook     Kim Eun Gi    Main Role        Jeon So Min     Dan Ji    Support Role        Lee Shi Ah     Heo Yoon Ok    Support Role        Lee Chae Young     Ga Hee Ah    Support Role,Viki Free (sub)           China Huace TV Free (sub)           Apple TV Free            Kocowa Free (sub),Jo Hyun Kyung,"Friday, Saturday",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
